process_end_time,final_mes_time,OV,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83
2016-09-13 05:40:00,2016-10-27 04:34:00,193.177,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 06:04:00,171.835,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 08:13:00,110.5058,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 08:44:00,113.2298,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 10:25:00,204.9361,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 12:13:00,188.4444,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 12:54:00,186.2863,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 14:13:00,97.96712,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 14:27:00,132.6862,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 16:11:00,104.1647,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 17:16:00,111.84,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 18:11:00,173.2202,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 18:41:00,196.763,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 20:10:00,182.3398,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 21:20:00,184.6185,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 22:09:00,97.47386,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-27 22:43:00,137.435,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-28 00:19:00,98.23887,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-28 01:29:00,104.4837,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-28 02:06:00,188.847,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-28 02:45:00,190.3684,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 05:40:00,2016-10-28 04:17:00,181.0355,20.02,1.06,220.12,0.55,0.12,0.06,123.64,1.63,7.3,0.76,18.56,133.09,0.48,35.17,0.06,1.17,5.15,2.39,0.46,1.08,0.46,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.3,0.01,0.14,0.17,0.17,0.12,0.26,0.65,0.08,0.04,6.0,0.58,0.0,4.1,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-24 06:06:00,232.3715,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-24 09:33:00,323.3284,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-24 13:20:00,314.3097,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-24 17:17:00,277.424,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-24 21:15:00,146.2698,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 00:47:00,195.2311,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 03:55:00,135.5336,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 07:01:00,204.8105,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 10:10:00,188.3231,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 13:18:00,135.8547,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 15:24:00,254.9673,22.98,1.37,797.2,0.67,0.15,0.08,67.15,9.86,37.23,0.94,21.52,29.82,0.57,42.06,0.94,1.47,5.51,8.01,1.37,0.28,0.9,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 16:35:00,233.6523,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 19:33:00,203.6656,22.45,9.4,803.8,0.68,0.15,0.08,56.11,5.27,33.98,0.96,20.95,166.47,0.58,40.81,0.42,1.46,4.85,11.05,0.57,0.17,0.61,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.86,1.52,502.15,0.63,0.15,0.07,189.2,3.01,7.26,0.9,24.42,182.09,0.7,48.07,0.54,1.65,9.54,1.76,0.66,0.11,0.77,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 19:44:00,138.4918,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-25 22:52:00,236.9043,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,320,0,0.02,0.45,0.22,9.4,1.8,4.0,2.1,4.4,1.3,6.8,1.7,1.3,0.01,46.0,0.01,0.02,0.49,0.07,11.0,26.08,1.45,445.5,0.64,0.14,0.07,93.65,2.19,13.69,0.93,23.59,50.31,0.65,46.02,0.1,1.5,8.07,5.47,0.64,0.91,0.71,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
2016-09-13 12:20:00,2016-10-26 02:00:00,111.6355,23.12,2.79,982.97,0.89,0.16,0.08,419.87,11.25,26.97,0.91,21.35,193.16,0.56,40.57,0.36,1.51,4.9,7.26,0.54,0.12,0.74,1600,0,0.02,0.45,0.07,8.3,0.87,3.8,1.2,11.0,4.6,1.2,2.7,1.1,0.0,18.0,0.17,0.01,0.7,0.1,3.5,25.84,1.45,552.53,0.65,0.15,0.07,159.89,4.79,9.07,0.93,24.21,146.88,0.62,47.05,0.28,1.61,6.7,3.78,0.59,0.12,0.64,0.89,0.0,0.09,0.01,0.14,0.17,0.25,0.25,1.3,0.65,0.08,0.04,5.9,0.58,0.0,4.5,0.0,0.01,0.16,0.04
